#,Creator Handle,Creator Tier / Size,Brands Collaborated With,Full Name,Verified,Business / Professional,Total Followers,Following,Total Posts,Avg Likes / Post,Avg Comments / Post,Avg Profile ER%,Instagram Profile URL
604,@the.chaos.wife,🌱 Nano Creator (<10K),Divine Hindu,the.chaos.wife,No,No,859,22,57,56,3,6.87%,https://www.instagram.com/the.chaos.wife/
605,@rahul_jadhav_motivation_90,🌱 Nano Creator (<10K),Divine Hindu,rahul_jadhav_motivation_90,No,No,851,577,214,3,3,0.71%,https://www.instagram.com/rahul_jadhav_motivation_90/
606,@raaajasss,🌱 Nano Creator (<10K),House of Rudra,raaajasss,No,No,653,563,145,27,0,4.13%,https://www.instagram.com/raaajasss/
607,@playing.in.rasa.and.leela,🌱 Nano Creator (<10K),Isha Life India,playing.in.rasa.and.leela,No,No,648,921,214,126,10,20.99%,https://www.instagram.com/playing.in.rasa.and.leela/
608,@kaur_manpreet012,🌱 Nano Creator (<10K),Japam,kaur_manpreet012,No,No,579,613,62,212,10,38.34%,https://www.instagram.com/kaur_manpreet012/
609,@tanay_seetha,🌱 Nano Creator (<10K),Rudralife,tanay_seetha,No,No,492,12,68,144,4,30.08%,https://www.instagram.com/tanay_seetha/
610,@saur_av_8,🌱 Nano Creator (<10K),House of Rudra,saur_av_8,No,No,491,169,219,91,12,20.98%,https://www.instagram.com/saur_av_8/
611,@yogic.living.srini,🌱 Nano Creator (<10K),Isha Life India,yogic.living.srini,No,No,451,650,154,244,1,54.32%,https://www.instagram.com/yogic.living.srini/
612,@beingsamridhi_,🌱 Nano Creator (<10K),Japam,beingsamridhi_,No,No,401,32,15,560,22,145.14%,https://www.instagram.com/beingsamridhi_/
613,@thenameismaddymadhu,🌱 Nano Creator (<10K),Divine Hindu,thenameismaddymadhu,No,No,315,1309,75,310,9,101.27%,https://www.instagram.com/thenameismaddymadhu/
614,@veer.speaks,🌱 Nano Creator (<10K),House of Rudra,veer.speaks,No,No,306,43,27,328,3,108.17%,https://www.instagram.com/veer.speaks/
615,@divinehindustorebangalore,🌱 Nano Creator (<10K),Divine Hindu,divinehindustorebangalore,No,No,128,5,49,89,1,70.31%,https://www.instagram.com/divinehindustorebangalore/
616,@divinehealing05,🌱 Nano Creator (<10K),Japam,divinehealing05,No,No,118,66,59,65,7,61.02%,https://www.instagram.com/divinehealing05/
617,@saumil.seetha,🌱 Nano Creator (<10K),Rudralife,saumil.seetha,No,No,60,4,10,193,5,330.00%,https://www.instagram.com/saumil.seetha/
